,TransactionNo,Items,DateTime,Daypart,DayType,date,time,location
18053,8578,Juice,2017-03-22 12:10:11,Afternoon,Weekday,2017-03-22,12:10:11,Wallersdorf
18054,8579,Coffee,2017-03-22 12:17:41,Afternoon,Weekday,2017-03-22,12:17:41,Deggendorf
18055,8579,Bread,2017-03-22 12:17:41,Afternoon,Weekday,2017-03-22,12:17:41,Wallersdorf
18056,8579,Sandwich,2017-03-22 12:17:41,Afternoon,Weekday,2017-03-22,12:17:41,Deggendorf
18057,8580,Bread,2017-03-22 12:21:50,Afternoon,Weekday,2017-03-22,12:21:50,Deggendorf
18058,8581,Coffee,2017-03-22 12:25:38,Afternoon,Weekday,2017-03-22,12:25:38,Deggendorf
18059,8581,Toast,2017-03-22 12:25:38,Afternoon,Weekday,2017-03-22,12:25:38,Deggendorf
18060,8582,Soup,2017-03-22 12:27:13,Afternoon,Weekday,2017-03-22,12:27:13,Deggendorf
18061,8582,Cake,2017-03-22 12:27:13,Afternoon,Weekday,2017-03-22,12:27:13,Deggendorf
18062,8582,Coffee,2017-03-22 12:27:13,Afternoon,Weekday,2017-03-22,12:27:13,Wallersdorf
18063,8582,Coffee,2017-03-22 12:27:13,Afternoon,Weekday,2017-03-22,12:27:13,Wallersdorf
18064,8583,Coffee,2017-03-22 12:31:37,Afternoon,Weekday,2017-03-22,12:31:37,Plattling
18065,8583,Toast,2017-03-22 12:31:37,Afternoon,Weekday,2017-03-22,12:31:37,Deggendorf
18066,8584,Granola,2017-03-22 12:32:46,Afternoon,Weekday,2017-03-22,12:32:46,Deggendorf
18067,8584,Spanish Brunch,2017-03-22 12:32:46,Afternoon,Weekday,2017-03-22,12:32:46,Wallersdorf
18068,8584,Bread,2017-03-22 12:32:46,Afternoon,Weekday,2017-03-22,12:32:46,Wallersdorf
18069,8584,Mineral water,2017-03-22 12:32:46,Afternoon,Weekday,2017-03-22,12:32:46,Plattling
18070,8584,Tea,2017-03-22 12:32:46,Afternoon,Weekday,2017-03-22,12:32:46,Plattling
18071,8585,Bread,2017-03-22 12:38:01,Afternoon,Weekday,2017-03-22,12:38:01,Plattling
18072,8586,Sandwich,2017-03-22 12:48:14,Afternoon,Weekday,2017-03-22,12:48:14,Deggendorf
18073,8586,Coke,2017-03-22 12:48:14,Afternoon,Weekday,2017-03-22,12:48:14,Plattling
18074,8587,Soup,2017-03-22 12:48:41,Afternoon,Weekday,2017-03-22,12:48:41,Deggendorf
18075,8587,Coffee,2017-03-22 12:48:41,Afternoon,Weekday,2017-03-22,12:48:41,Plattling
18076,8588,Bread,2017-03-22 12:57:59,Afternoon,Weekday,2017-03-22,12:57:59,Plattling
18077,8589,Coffee,2017-03-22 13:20:21,Afternoon,Weekday,2017-03-22,13:20:21,Plattling
18078,8589,Coffee,2017-03-22 13:20:21,Afternoon,Weekday,2017-03-22,13:20:21,Plattling
18079,8590,Coffee,2017-03-22 13:52:06,Afternoon,Weekday,2017-03-22,13:52:06,Wallersdorf
18080,8590,Coffee,2017-03-22 13:52:06,Afternoon,Weekday,2017-03-22,13:52:06,Plattling
18081,8590,Sandwich,2017-03-22 13:52:06,Afternoon,Weekday,2017-03-22,13:52:06,Deggendorf
18082,8591,Coffee,2017-03-22 14:12:36,Afternoon,Weekday,2017-03-22,14:12:36,Plattling
18083,8591,Tea,2017-03-22 14:12:36,Afternoon,Weekday,2017-03-22,14:12:36,Plattling
18084,8591,Cake,2017-03-22 14:12:36,Afternoon,Weekday,2017-03-22,14:12:36,Wallersdorf
18085,8591,Bread,2017-03-22 14:12:36,Afternoon,Weekday,2017-03-22,14:12:36,Wallersdorf
18086,8592,Pastry,2017-03-22 14:13:57,Afternoon,Weekday,2017-03-22,14:13:57,Plattling
18087,8592,Juice,2017-03-22 14:13:57,Afternoon,Weekday,2017-03-22,14:13:57,Plattling
18088,8593,Soup,2017-03-22 14:14:41,Afternoon,Weekday,2017-03-22,14:14:41,Wallersdorf
18089,8593,Jam,2017-03-22 14:14:41,Afternoon,Weekday,2017-03-22,14:14:41,Wallersdorf
18090,8594,Coffee,2017-03-22 14:16:48,Afternoon,Weekday,2017-03-22,14:16:48,Deggendorf
18091,8594,Coffee,2017-03-22 14:16:48,Afternoon,Weekday,2017-03-22,14:16:48,Plattling
18092,8594,Tea,2017-03-22 14:16:48,Afternoon,Weekday,2017-03-22,14:16:48,Wallersdorf
18093,8594,Salad,2017-03-22 14:16:48,Afternoon,Weekday,2017-03-22,14:16:48,Plattling
18094,8594,Spanish Brunch,2017-03-22 14:16:48,Afternoon,Weekday,2017-03-22,14:16:48,Deggendorf
18095,8595,Bread,2017-03-22 14:17:59,Afternoon,Weekday,2017-03-22,14:17:59,Deggendorf
18096,8596,Pastry,2017-03-22 14:19:00,Afternoon,Weekday,2017-03-22,14:19:00,Deggendorf
18097,8597,Bread,2017-03-22 14:37:12,Afternoon,Weekday,2017-03-22,14:37:12,Deggendorf
18098,8597,Cake,2017-03-22 14:37:12,Afternoon,Weekday,2017-03-22,14:37:12,Wallersdorf
18099,8597,Bread,2017-03-22 14:37:12,Afternoon,Weekday,2017-03-22,14:37:12,Deggendorf
18100,8597,Juice,2017-03-22 14:37:12,Afternoon,Weekday,2017-03-22,14:37:12,Deggendorf
18101,8597,Coffee,2017-03-22 14:37:12,Afternoon,Weekday,2017-03-22,14:37:12,Wallersdorf
18102,8598,Mortimer,2017-03-22 14:57:31,Afternoon,Weekday,2017-03-22,14:57:31,Wallersdorf
18103,8599,Coffee,2017-03-22 15:15:29,Afternoon,Weekday,2017-03-22,15:15:29,Plattling
18104,8600,Coffee,2017-03-22 15:53:40,Afternoon,Weekday,2017-03-22,15:53:40,Wallersdorf
18105,8600,Coffee,2017-03-22 15:53:40,Afternoon,Weekday,2017-03-22,15:53:40,Plattling
18106,8601,Coke,2017-03-22 15:56:58,Afternoon,Weekday,2017-03-22,15:56:58,Wallersdorf
18107,8602,Truffles,2017-03-22 16:04:20,Afternoon,Weekday,2017-03-22,16:04:20,Plattling
18108,8602,Juice,2017-03-22 16:04:20,Afternoon,Weekday,2017-03-22,16:04:20,Plattling
18109,8603,Coffee,2017-03-22 16:06:14,Afternoon,Weekday,2017-03-22,16:06:14,Plattling
18110,8603,Tea,2017-03-22 16:06:14,Afternoon,Weekday,2017-03-22,16:06:14,Wallersdorf
18111,8603,Soup,2017-03-22 16:06:14,Afternoon,Weekday,2017-03-22,16:06:14,Plattling
18112,8603,Bread,2017-03-22 16:06:14,Afternoon,Weekday,2017-03-22,16:06:14,Deggendorf
18113,8604,Coffee,2017-03-22 16:25:42,Afternoon,Weekday,2017-03-22,16:25:42,Wallersdorf
18114,8605,Juice,2017-03-22 17:04:07,Evening,Weekday,2017-03-22,17:04:07,Wallersdorf
18115,8605,Tea,2017-03-22 17:04:07,Evening,Weekday,2017-03-22,17:04:07,Plattling
18116,8605,Cookies,2017-03-22 17:04:07,Evening,Weekday,2017-03-22,17:04:07,Deggendorf
18117,8605,Bread,2017-03-22 17:04:07,Evening,Weekday,2017-03-22,17:04:07,Deggendorf
18118,8605,Jam,2017-03-22 17:04:07,Evening,Weekday,2017-03-22,17:04:07,Deggendorf
18119,8606,Coffee,2017-03-23 08:26:51,Morning,Weekday,2017-03-23,08:26:51,Plattling
18120,8607,Coffee,2017-03-23 08:30:08,Morning,Weekday,2017-03-23,08:30:08,Deggendorf
18121,8607,Pastry,2017-03-23 08:30:08,Morning,Weekday,2017-03-23,08:30:08,Plattling
18122,8608,Bread,2017-03-23 08:51:46,Morning,Weekday,2017-03-23,08:51:46,Wallersdorf
18123,8608,Pastry,2017-03-23 08:51:46,Morning,Weekday,2017-03-23,08:51:46,Wallersdorf
18124,8609,Coffee,2017-03-23 09:11:31,Morning,Weekday,2017-03-23,09:11:31,Deggendorf
18125,8610,Coffee,2017-03-23 09:22:47,Morning,Weekday,2017-03-23,09:22:47,Deggendorf
18126,8611,Bread,2017-03-23 09:35:44,Morning,Weekday,2017-03-23,09:35:44,Plattling
18127,8612,Coffee,2017-03-23 09:52:27,Morning,Weekday,2017-03-23,09:52:27,Plattling
18128,8613,Bread,2017-03-23 10:14:22,Morning,Weekday,2017-03-23,10:14:22,Deggendorf
18129,8614,Coffee,2017-03-23 10:16:00,Morning,Weekday,2017-03-23,10:16:00,Plattling
18130,8614,Coffee,2017-03-23 10:16:00,Morning,Weekday,2017-03-23,10:16:00,Deggendorf
18131,8614,Bread,2017-03-23 10:16:00,Morning,Weekday,2017-03-23,10:16:00,Deggendorf
18132,8614,Pastry,2017-03-23 10:16:00,Morning,Weekday,2017-03-23,10:16:00,Wallersdorf
18133,8615,Cake,2017-03-23 10:18:01,Morning,Weekday,2017-03-23,10:18:01,Plattling
18134,8616,Bread,2017-03-23 10:37:19,Morning,Weekday,2017-03-23,10:37:19,Plattling
18135,8617,Juice,2017-03-23 10:46:42,Morning,Weekday,2017-03-23,10:46:42,Deggendorf
18136,8617,Tiffin,2017-03-23 10:46:42,Morning,Weekday,2017-03-23,10:46:42,Wallersdorf
18137,8618,Coffee,2017-03-23 10:49:10,Morning,Weekday,2017-03-23,10:49:10,Deggendorf
18138,8618,Brownie,2017-03-23 10:49:10,Morning,Weekday,2017-03-23,10:49:10,Deggendorf
18139,8618,Cookies,2017-03-23 10:49:10,Morning,Weekday,2017-03-23,10:49:10,Wallersdorf
18140,8619,Cookies,2017-03-23 10:52:01,Morning,Weekday,2017-03-23,10:52:01,Deggendorf
18141,8619,Pastry,2017-03-23 10:52:01,Morning,Weekday,2017-03-23,10:52:01,Wallersdorf
18142,8619,Tea,2017-03-23 10:52:01,Morning,Weekday,2017-03-23,10:52:01,Deggendorf
18143,8620,Juice,2017-03-23 10:56:06,Morning,Weekday,2017-03-23,10:56:06,Wallersdorf
18144,8620,Bread,2017-03-23 10:56:06,Morning,Weekday,2017-03-23,10:56:06,Plattling
18145,8621,Coffee,2017-03-23 11:01:32,Morning,Weekday,2017-03-23,11:01:32,Wallersdorf
18146,8621,Toast,2017-03-23 11:01:32,Morning,Weekday,2017-03-23,11:01:32,Deggendorf
18147,8621,Bread,2017-03-23 11:01:32,Morning,Weekday,2017-03-23,11:01:32,Plattling
18148,8622,Bread,2017-03-23 11:15:08,Morning,Weekday,2017-03-23,11:15:08,Plattling
18149,8623,Juice,2017-03-23 11:25:04,Morning,Weekday,2017-03-23,11:25:04,Deggendorf
18150,8623,Hot chocolate,2017-03-23 11:25:04,Morning,Weekday,2017-03-23,11:25:04,Deggendorf
18151,8623,Coffee,2017-03-23 11:25:04,Morning,Weekday,2017-03-23,11:25:04,Plattling
18152,8623,Cake,2017-03-23 11:25:04,Morning,Weekday,2017-03-23,11:25:04,Wallersdorf
18153,8624,Bread,2017-03-23 11:29:55,Morning,Weekday,2017-03-23,11:29:55,Plattling
18154,8624,Brownie,2017-03-23 11:29:55,Morning,Weekday,2017-03-23,11:29:55,Plattling
18155,8625,Pastry,2017-03-23 11:30:23,Morning,Weekday,2017-03-23,11:30:23,Deggendorf
18156,8625,Coffee,2017-03-23 11:30:23,Morning,Weekday,2017-03-23,11:30:23,Plattling
18157,8626,Bread,2017-03-23 11:33:54,Morning,Weekday,2017-03-23,11:33:54,Deggendorf
18158,8626,Tiffin,2017-03-23 11:33:54,Morning,Weekday,2017-03-23,11:33:54,Wallersdorf
18159,8626,Brownie,2017-03-23 11:33:54,Morning,Weekday,2017-03-23,11:33:54,Deggendorf
18160,8626,Bread,2017-03-23 11:33:54,Morning,Weekday,2017-03-23,11:33:54,Deggendorf
18161,8626,Farm House,2017-03-23 11:33:54,Morning,Weekday,2017-03-23,11:33:54,Wallersdorf
18162,8627,Bread,2017-03-23 11:44:27,Morning,Weekday,2017-03-23,11:44:27,Plattling
18163,8627,Sandwich,2017-03-23 11:44:27,Morning,Weekday,2017-03-23,11:44:27,Wallersdorf
18164,8628,Bread,2017-03-23 12:16:36,Afternoon,Weekday,2017-03-23,12:16:36,Wallersdorf
18165,8629,Brownie,2017-03-23 12:18:08,Afternoon,Weekday,2017-03-23,12:18:08,Plattling
18166,8630,Bread,2017-03-23 12:31:09,Afternoon,Weekday,2017-03-23,12:31:09,Plattling
18167,8631,Soup,2017-03-23 12:42:52,Afternoon,Weekday,2017-03-23,12:42:52,Deggendorf
18168,8631,Sandwich,2017-03-23 12:42:52,Afternoon,Weekday,2017-03-23,12:42:52,Plattling
18169,8631,Mineral water,2017-03-23 12:42:52,Afternoon,Weekday,2017-03-23,12:42:52,Plattling
18170,8631,Juice,2017-03-23 12:42:52,Afternoon,Weekday,2017-03-23,12:42:52,Plattling
18171,8631,Coffee,2017-03-23 12:42:52,Afternoon,Weekday,2017-03-23,12:42:52,Wallersdorf
18172,8632,Pastry,2017-03-23 12:46:12,Afternoon,Weekday,2017-03-23,12:46:12,Plattling
18173,8632,Coffee,2017-03-23 12:46:12,Afternoon,Weekday,2017-03-23,12:46:12,Deggendorf
18174,8633,Cake,2017-03-23 12:48:02,Afternoon,Weekday,2017-03-23,12:48:02,Plattling
18175,8633,Chicken Stew,2017-03-23 12:48:02,Afternoon,Weekday,2017-03-23,12:48:02,Deggendorf
18176,8633,Soup,2017-03-23 12:48:02,Afternoon,Weekday,2017-03-23,12:48:02,Wallersdorf
18177,8633,Bread,2017-03-23 12:48:02,Afternoon,Weekday,2017-03-23,12:48:02,Plattling
18178,8634,Coffee,2017-03-23 13:06:25,Afternoon,Weekday,2017-03-23,13:06:25,Deggendorf
18179,8634,Chicken Stew,2017-03-23 13:06:25,Afternoon,Weekday,2017-03-23,13:06:25,Deggendorf
18180,8635,Spanish Brunch,2017-03-23 13:11:35,Afternoon,Weekday,2017-03-23,13:11:35,Plattling
18181,8635,Chicken Stew,2017-03-23 13:11:35,Afternoon,Weekday,2017-03-23,13:11:35,Deggendorf
18182,8635,Juice,2017-03-23 13:11:35,Afternoon,Weekday,2017-03-23,13:11:35,Deggendorf
18183,8636,Coffee,2017-03-23 13:16:06,Afternoon,Weekday,2017-03-23,13:16:06,Plattling
18184,8636,Cookies,2017-03-23 13:16:06,Afternoon,Weekday,2017-03-23,13:16:06,Deggendorf
18185,8637,Bread,2017-03-23 13:16:56,Afternoon,Weekday,2017-03-23,13:16:56,Deggendorf
18186,8637,Sandwich,2017-03-23 13:16:56,Afternoon,Weekday,2017-03-23,13:16:56,Wallersdorf
18187,8638,Soup,2017-03-23 13:17:35,Afternoon,Weekday,2017-03-23,13:17:35,Wallersdorf
18188,8639,Argentina Night,2017-03-23 13:44:49,Afternoon,Weekday,2017-03-23,13:44:49,Plattling
18189,8639,Bread,2017-03-23 13:44:49,Afternoon,Weekday,2017-03-23,13:44:49,Plattling
18190,8639,Sandwich,2017-03-23 13:44:49,Afternoon,Weekday,2017-03-23,13:44:49,Wallersdorf
18191,8640,Bread,2017-03-23 13:46:24,Afternoon,Weekday,2017-03-23,13:46:24,Plattling
18192,8640,Coffee,2017-03-23 13:46:24,Afternoon,Weekday,2017-03-23,13:46:24,Plattling
18193,8641,Salad,2017-03-23 13:53:17,Afternoon,Weekday,2017-03-23,13:53:17,Deggendorf
18194,8641,Truffles,2017-03-23 13:53:17,Afternoon,Weekday,2017-03-23,13:53:17,Deggendorf
18195,8641,Coke,2017-03-23 13:53:17,Afternoon,Weekday,2017-03-23,13:53:17,Deggendorf
18196,8641,Baguette,2017-03-23 13:53:17,Afternoon,Weekday,2017-03-23,13:53:17,Plattling
18197,8642,Pastry,2017-03-23 14:00:35,Afternoon,Weekday,2017-03-23,14:00:35,Plattling
18198,8642,Medialuna,2017-03-23 14:00:35,Afternoon,Weekday,2017-03-23,14:00:35,Wallersdorf
18199,8642,Medialuna,2017-03-23 14:00:35,Afternoon,Weekday,2017-03-23,14:00:35,Wallersdorf
18200,8643,Tea,2017-03-23 14:01:35,Afternoon,Weekday,2017-03-23,14:01:35,Plattling
18201,8643,Tea,2017-03-23 14:01:35,Afternoon,Weekday,2017-03-23,14:01:35,Deggendorf
18202,8643,Bread,2017-03-23 14:01:35,Afternoon,Weekday,2017-03-23,14:01:35,Wallersdorf
18203,8643,Soup,2017-03-23 14:01:35,Afternoon,Weekday,2017-03-23,14:01:35,Plattling
18204,8643,Spanish Brunch,2017-03-23 14:01:35,Afternoon,Weekday,2017-03-23,14:01:35,Wallersdorf
18205,8643,Chicken Stew,2017-03-23 14:01:35,Afternoon,Weekday,2017-03-23,14:01:35,Wallersdorf
18206,8644,Sandwich,2017-03-23 14:06:47,Afternoon,Weekday,2017-03-23,14:06:47,Deggendorf
18207,8644,Spanish Brunch,2017-03-23 14:06:47,Afternoon,Weekday,2017-03-23,14:06:47,Plattling
18208,8644,Coffee,2017-03-23 14:06:47,Afternoon,Weekday,2017-03-23,14:06:47,Wallersdorf
18209,8644,Coffee,2017-03-23 14:06:47,Afternoon,Weekday,2017-03-23,14:06:47,Plattling
18210,8644,Bread,2017-03-23 14:06:47,Afternoon,Weekday,2017-03-23,14:06:47,Wallersdorf
18211,8644,Juice,2017-03-23 14:06:47,Afternoon,Weekday,2017-03-23,14:06:47,Deggendorf
18212,8644,Nomad bag,2017-03-23 14:06:47,Afternoon,Weekday,2017-03-23,14:06:47,Deggendorf
18213,8645,Coffee,2017-03-23 14:09:37,Afternoon,Weekday,2017-03-23,14:09:37,Plattling
18214,8646,Tiffin,2017-03-23 14:29:09,Afternoon,Weekday,2017-03-23,14:29:09,Plattling
18215,8647,Coffee,2017-03-23 14:30:20,Afternoon,Weekday,2017-03-23,14:30:20,Plattling
18216,8648,Baguette,2017-03-23 14:38:53,Afternoon,Weekday,2017-03-23,14:38:53,Plattling
18217,8648,Pastry,2017-03-23 14:38:53,Afternoon,Weekday,2017-03-23,14:38:53,Deggendorf
18218,8649,Pastry,2017-03-23 14:42:39,Afternoon,Weekday,2017-03-23,14:42:39,Deggendorf
18219,8649,Coffee,2017-03-23 14:42:39,Afternoon,Weekday,2017-03-23,14:42:39,Deggendorf
18220,8650,Coffee,2017-03-23 14:43:26,Afternoon,Weekday,2017-03-23,14:43:26,Wallersdorf
18221,8650,Bread,2017-03-23 14:43:26,Afternoon,Weekday,2017-03-23,14:43:26,Wallersdorf
18222,8651,Tea,2017-03-23 14:46:34,Afternoon,Weekday,2017-03-23,14:46:34,Plattling
18223,8651,Brownie,2017-03-23 14:46:34,Afternoon,Weekday,2017-03-23,14:46:34,Plattling
18224,8652,Coffee,2017-03-23 14:49:33,Afternoon,Weekday,2017-03-23,14:49:33,Wallersdorf
18225,8653,Cake,2017-03-23 15:07:32,Afternoon,Weekday,2017-03-23,15:07:32,Deggendorf
18226,8654,Coffee,2017-03-23 15:14:23,Afternoon,Weekday,2017-03-23,15:14:23,Plattling
18227,8655,Coffee,2017-03-23 15:18:08,Afternoon,Weekday,2017-03-23,15:18:08,Wallersdorf
18228,8655,Cake,2017-03-23 15:18:08,Afternoon,Weekday,2017-03-23,15:18:08,Deggendorf
18229,8656,Bread,2017-03-23 15:19:11,Afternoon,Weekday,2017-03-23,15:19:11,Plattling
18230,8656,Coffee,2017-03-23 15:19:11,Afternoon,Weekday,2017-03-23,15:19:11,Plattling
18231,8656,Truffles,2017-03-23 15:19:11,Afternoon,Weekday,2017-03-23,15:19:11,Wallersdorf
18232,8656,Chicken Stew,2017-03-23 15:19:11,Afternoon,Weekday,2017-03-23,15:19:11,Deggendorf
18233,8657,Farm House,2017-03-23 15:43:04,Afternoon,Weekday,2017-03-23,15:43:04,Deggendorf
18234,8658,Bread,2017-03-23 15:48:14,Afternoon,Weekday,2017-03-23,15:48:14,Deggendorf
18235,8659,Coffee,2017-03-23 15:56:13,Afternoon,Weekday,2017-03-23,15:56:13,Deggendorf
18236,8660,Hot chocolate,2017-03-23 16:07:04,Afternoon,Weekday,2017-03-23,16:07:04,Deggendorf
18237,8660,Drinking chocolate spoons ,2017-03-23 16:07:04,Afternoon,Weekday,2017-03-23,16:07:04,Deggendorf
18238,8661,Tiffin,2017-03-23 16:34:12,Afternoon,Weekday,2017-03-23,16:34:12,Wallersdorf
18239,8661,Smoothies,2017-03-23 16:34:12,Afternoon,Weekday,2017-03-23,16:34:12,Deggendorf
18240,8661,Coffee,2017-03-23 16:34:12,Afternoon,Weekday,2017-03-23,16:34:12,Deggendorf
18241,8662,Mortimer,2017-03-23 17:05:04,Evening,Weekday,2017-03-23,17:05:04,Wallersdorf
18242,8663,Cookies,2017-03-24 08:01:27,Morning,Weekday,2017-03-24,08:01:27,Plattling
18243,8663,Brownie,2017-03-24 08:01:27,Morning,Weekday,2017-03-24,08:01:27,Wallersdorf
18244,8663,Coffee,2017-03-24 08:01:27,Morning,Weekday,2017-03-24,08:01:27,Wallersdorf
18245,8664,Tea,2017-03-24 08:54:54,Morning,Weekday,2017-03-24,08:54:54,Plattling
18246,8664,Coffee,2017-03-24 08:54:54,Morning,Weekday,2017-03-24,08:54:54,Deggendorf
18247,8664,Coffee,2017-03-24 08:54:54,Morning,Weekday,2017-03-24,08:54:54,Wallersdorf
18248,8665,Coffee,2017-03-24 09:04:56,Morning,Weekday,2017-03-24,09:04:56,Wallersdorf
18249,8666,Coffee,2017-03-24 09:10:34,Morning,Weekday,2017-03-24,09:10:34,Deggendorf
18250,8666,Medialuna,2017-03-24 09:10:34,Morning,Weekday,2017-03-24,09:10:34,Plattling
18251,8667,Coffee,2017-03-24 09:12:47,Morning,Weekday,2017-03-24,09:12:47,Plattling
18252,8667,Farm House,2017-03-24 09:12:47,Morning,Weekday,2017-03-24,09:12:47,Wallersdorf
18253,8668,Baguette,2017-03-24 09:15:00,Morning,Weekday,2017-03-24,09:15:00,Plattling
18254,8669,Bread,2017-03-24 09:18:30,Morning,Weekday,2017-03-24,09:18:30,Plattling
18255,8669,Pastry,2017-03-24 09:18:30,Morning,Weekday,2017-03-24,09:18:30,Deggendorf
18256,8670,Coffee,2017-03-24 09:50:01,Morning,Weekday,2017-03-24,09:50:01,Plattling
18257,8671,Tea,2017-03-24 10:06:08,Morning,Weekday,2017-03-24,10:06:08,Plattling
18258,8671,Coffee,2017-03-24 10:06:08,Morning,Weekday,2017-03-24,10:06:08,Plattling
18259,8671,Coffee,2017-03-24 10:06:08,Morning,Weekday,2017-03-24,10:06:08,Plattling
18260,8672,Tiffin,2017-03-24 10:18:56,Morning,Weekday,2017-03-24,10:18:56,Plattling
18261,8672,Coffee,2017-03-24 10:18:56,Morning,Weekday,2017-03-24,10:18:56,Deggendorf
18262,8673,Tea,2017-03-24 10:19:28,Morning,Weekday,2017-03-24,10:19:28,Plattling
18263,8673,Pastry,2017-03-24 10:19:28,Morning,Weekday,2017-03-24,10:19:28,Deggendorf
18264,8674,Coffee,2017-03-24 10:28:47,Morning,Weekday,2017-03-24,10:28:47,Plattling
18265,8675,Bread,2017-03-24 10:40:06,Morning,Weekday,2017-03-24,10:40:06,Wallersdorf
18266,8675,Baguette,2017-03-24 10:40:06,Morning,Weekday,2017-03-24,10:40:06,Wallersdorf
18267,8676,Coffee,2017-03-24 10:50:59,Morning,Weekday,2017-03-24,10:50:59,Wallersdorf
18268,8676,Juice,2017-03-24 10:50:59,Morning,Weekday,2017-03-24,10:50:59,Deggendorf
18269,8677,Spanish Brunch,2017-03-24 10:52:44,Morning,Weekday,2017-03-24,10:52:44,Deggendorf
18270,8677,Bread,2017-03-24 10:52:44,Morning,Weekday,2017-03-24,10:52:44,Deggendorf
18271,8678,Coffee,2017-03-24 11:02:43,Morning,Weekday,2017-03-24,11:02:43,Plattling
18272,8679,Bread,2017-03-24 11:06:12,Morning,Weekday,2017-03-24,11:06:12,Deggendorf
18273,8679,Scandinavian,2017-03-24 11:06:12,Morning,Weekday,2017-03-24,11:06:12,Deggendorf
18274,8679,Pastry,2017-03-24 11:06:12,Morning,Weekday,2017-03-24,11:06:12,Deggendorf
18275,8680,Coffee,2017-03-24 11:08:52,Morning,Weekday,2017-03-24,11:08:52,Deggendorf
18276,8680,Cookies,2017-03-24 11:08:52,Morning,Weekday,2017-03-24,11:08:52,Deggendorf
18277,8680,Scandinavian,2017-03-24 11:08:52,Morning,Weekday,2017-03-24,11:08:52,Deggendorf
18278,8681,Coffee,2017-03-24 11:13:47,Morning,Weekday,2017-03-24,11:13:47,Deggendorf
18279,8681,Muffin,2017-03-24 11:13:47,Morning,Weekday,2017-03-24,11:13:47,Wallersdorf
18280,8681,Bread,2017-03-24 11:13:47,Morning,Weekday,2017-03-24,11:13:47,Wallersdorf
18281,8682,Coffee,2017-03-24 11:15:26,Morning,Weekday,2017-03-24,11:15:26,Plattling
18282,8683,Coffee,2017-03-24 11:18:49,Morning,Weekday,2017-03-24,11:18:49,Wallersdorf
18283,8683,Pastry,2017-03-24 11:18:49,Morning,Weekday,2017-03-24,11:18:49,Deggendorf
18284,8683,Bread,2017-03-24 11:18:49,Morning,Weekday,2017-03-24,11:18:49,Plattling
18285,8684,Coffee,2017-03-24 11:29:38,Morning,Weekday,2017-03-24,11:29:38,Plattling
18286,8684,Coffee,2017-03-24 11:29:38,Morning,Weekday,2017-03-24,11:29:38,Wallersdorf
18287,8684,Coffee,2017-03-24 11:29:38,Morning,Weekday,2017-03-24,11:29:38,Wallersdorf
18288,8684,Tea,2017-03-24 11:29:38,Morning,Weekday,2017-03-24,11:29:38,Deggendorf
18289,8685,Coffee,2017-03-24 11:31:40,Morning,Weekday,2017-03-24,11:31:40,Wallersdorf
18290,8685,Coffee,2017-03-24 11:31:40,Morning,Weekday,2017-03-24,11:31:40,Deggendorf
18291,8685,Bread,2017-03-24 11:31:40,Morning,Weekday,2017-03-24,11:31:40,Plattling
18292,8685,Cake,2017-03-24 11:31:40,Morning,Weekday,2017-03-24,11:31:40,Plattling
18293,8686,Baguette,2017-03-24 11:32:31,Morning,Weekday,2017-03-24,11:32:31,Deggendorf
18294,8687,Coffee,2017-03-24 11:34:03,Morning,Weekday,2017-03-24,11:34:03,Wallersdorf
18295,8687,Pastry,2017-03-24 11:34:03,Morning,Weekday,2017-03-24,11:34:03,Deggendorf
18296,8689,Bread,2017-03-24 11:46:37,Morning,Weekday,2017-03-24,11:46:37,Deggendorf
18297,8690,Coffee,2017-03-24 11:50:26,Morning,Weekday,2017-03-24,11:50:26,Plattling
18298,8690,Coffee,2017-03-24 11:50:26,Morning,Weekday,2017-03-24,11:50:26,Wallersdorf
18299,8690,Brownie,2017-03-24 11:50:26,Morning,Weekday,2017-03-24,11:50:26,Deggendorf
18300,8691,Bread,2017-03-24 11:57:06,Morning,Weekday,2017-03-24,11:57:06,Wallersdorf
18301,8691,Tiffin,2017-03-24 11:57:06,Morning,Weekday,2017-03-24,11:57:06,Plattling
18302,8692,Bread,2017-03-24 12:07:54,Afternoon,Weekday,2017-03-24,12:07:54,Plattling
18303,8693,Cookies,2017-03-24 12:27:59,Afternoon,Weekday,2017-03-24,12:27:59,Wallersdorf
18304,8693,Bread,2017-03-24 12:27:59,Afternoon,Weekday,2017-03-24,12:27:59,Plattling
18305,8694,Coffee,2017-03-24 12:40:43,Afternoon,Weekday,2017-03-24,12:40:43,Deggendorf
18306,8695,Bread,2017-03-24 12:47:11,Afternoon,Weekday,2017-03-24,12:47:11,Wallersdorf
18307,8695,Muffin,2017-03-24 12:47:11,Afternoon,Weekday,2017-03-24,12:47:11,Wallersdorf
18308,8696,Tiffin,2017-03-24 12:51:02,Afternoon,Weekday,2017-03-24,12:51:02,Plattling
18309,8696,Chicken Stew,2017-03-24 12:51:02,Afternoon,Weekday,2017-03-24,12:51:02,Wallersdorf
18310,8696,Bread,2017-03-24 12:51:02,Afternoon,Weekday,2017-03-24,12:51:02,Plattling
18311,8697,Bread,2017-03-24 12:53:28,Afternoon,Weekday,2017-03-24,12:53:28,Wallersdorf
18312,8697,Chicken Stew,2017-03-24 12:53:28,Afternoon,Weekday,2017-03-24,12:53:28,Plattling
